House_ID,Neighborhood,Monthly_Rent_EGP,Bedrooms,Has_Workspace,Allows_Pets,Quietness_Score,Natural_Light_Index,Soundproofing_Score,Greenery_Proximity,Air_Quality_Index,Walkability_Score,Wheelchair_Accessible,Elevator_Access,Smart_Home_Ready,Medical_Proximity_Score
369,Downtown Cairo,18193,1,1,0,4,4,9,4,5,2,1,1,0,4
370,Maadi,18676,5,0,0,9,6,5,3,8,8,0,1,0,6
371,Shoubra,34776,2,1,0,2,5,3,3,10,3,0,0,1,8
372,Mohandeseen,47225,4,1,0,3,4,4,6,7,10,0,0,0,9
373,El Obour,21199,1,0,0,2,7,9,2,3,8,0,1,0,10
374,Zamalek,19066,3,1,0,8,6,6,3,9,2,1,0,0,9
375,Shoubra,22895,1,1,0,5,7,3,1,9,2,0,1,0,10
376,Dokki,4246,1,0,0,4,5,8,10,10,5,1,1,0,7
377,Nasr City,25209,1,0,0,4,5,6,5,4,4,1,1,0,4
378,New Cairo,43284,1,0,1,4,5,7,10,7,7,1,1,0,8
379,El Shorouk,20800,4,0,0,3,9,3,7,3,9,0,0,1,10
380,Shoubra,27086,3,0,1,6,10,8,9,10,8,0,1,0,5
381,Faisal,24101,1,0,0,2,7,2,5,8,2,0,1,0,6
382,Nasr City,20491,4,0,0,6,7,6,2,8,7,0,0,0,9
383,Mokattam,31207,2,1,0,9,3,10,2,5,10,0,1,0,4
384,Nasr City,45798,1,1,0,8,4,8,4,9,10,0,0,0,7
385,Downtown Cairo,24897,4,1,0,4,8,10,10,4,3,0,0,0,10
386,Helwan,33492,5,1,0,10,6,10,9,6,9,0,0,0,10
387,Mokattam,5421,2,0,0,8,4,2,2,4,5,0,1,0,8
388,New Capital,36015,3,1,0,2,5,9,8,4,4,1,1,0,5
389,Nasr City,16970,1,0,0,7,10,8,7,3,8,0,1,0,10
390,El Shorouk,11283,1,1,1,5,10,3,10,6,6,1,1,0,5
391,Shoubra,32488,4,1,0,7,6,4,4,10,7,0,1,0,8
392,Shoubra,19945,3,0,1,4,3,7,7,10,5,0,0,0,10
393,Dokki,4255,5,1,1,6,4,4,7,10,10,0,1,1,7
394,Sheikh Zayed,15019,2,1,1,4,5,9,7,5,4,1,1,0,10
395,Zamalek,19487,3,1,0,8,6,5,2,9,6,0,1,0,5
396,Nasr City,45797,1,0,0,6,9,8,2,7,3,0,1,0,10
397,Madinaty,23346,4,0,1,5,6,5,9,5,5,1,1,0,6
398,Nasr City,39050,5,1,0,8,5,3,1,6,8,0,1,1,6
399,Sheikh Zayed,12744,4,0,0,8,7,8,10,8,6,0,1,0,4
400,Maadi,28756,2,1,0,10,9,9,7,7,7,1,0,0,8
401,New Capital,21861,3,1,0,4,4,2,10,4,6,0,1,1,9
402,Madinaty,29146,4,1,1,9,9,6,9,9,8,0,1,0,4
403,Faisal,46687,4,0,1,8,10,9,9,10,10,1,1,0,6
404,Zamalek,25976,1,0,1,10,6,2,7,7,8,0,0,0,6
405,Nasr City,4591,4,0,0,3,7,4,5,9,4,0,1,0,9
406,El Obour,10277,5,1,0,7,3,3,5,4,8,0,1,0,5
407,Sheikh Zayed,6260,3,1,0,6,6,4,10,8,4,0,1,0,4
408,Shoubra,47907,2,1,0,4,6,4,10,6,5,0,1,1,9
409,Shoubra,4347,4,1,0,8,9,4,6,5,7,0,0,0,6
410,Maadi,28741,5,1,0,6,10,2,8,3,8,0,1,1,9
411,Helwan,41211,2,1,0,7,3,4,10,7,9,0,1,0,4
412,New Capital,47856,5,0,0,5,3,3,8,3,10,1,1,1,8
413,El Shorouk,45542,4,0,1,8,8,10,9,8,2,0,1,0,10
414,Haram,10869,4,0,1,8,8,9,6,9,5,1,1,0,9
415,New Cairo,32082,3,1,0,6,6,7,8,3,4,1,1,0,5
416,Zamalek,26080,1,1,0,8,5,8,9,7,7,1,1,0,8
417,Zamalek,32979,5,0,1,8,10,2,2,3,7,1,0,0,9
418,Faisal,23422,1,1,1,9,3,8,5,3,9,0,1,0,9
419,Al Rehab,39613,1,0,1,2,7,9,8,3,5,0,1,0,5
420,Nasr City,26993,2,0,0,5,3,9,4,5,5,0,1,0,10
421,El Shorouk,16386,2,1,0,2,6,7,2,4,2,0,1,0,5
422,New Cairo,38033,5,1,0,4,6,8,10,10,4,1,1,0,4
423,Zamalek,49213,1,0,0,9,4,3,10,5,4,0,1,1,5
424,Zamalek,16938,3,1,0,8,7,5,7,8,9,0,1,0,7
425,Mohandeseen,15159,1,1,1,4,4,9,2,8,9,0,0,0,7
426,Madinaty,6274,2,0,0,5,3,5,7,5,9,0,1,0,6
427,Al Rehab,22854,1,1,1,3,4,9,8,8,10,1,1,1,8
428,El Shorouk,35815,4,0,0,3,6,5,9,4,9,1,0,0,4
429,El Obour,14482,4,0,0,6,9,10,7,4,7,0,1,0,10
430,El Shorouk,22961,3,0,0,3,5,2,3,8,6,0,0,0,10
431,Mokattam,24044,5,0,0,8,3,7,10,3,5,0,0,0,9
432,Maadi,37836,1,0,1,2,6,2,4,9,4,0,1,0,6
433,Faisal,25975,4,0,0,10,3,7,7,5,8,0,0,0,6
434,Haram,18706,5,1,1,2,4,5,1,10,10,0,0,0,9
435,New Cairo,9974,4,1,1,2,10,9,8,7,2,1,1,1,4
436,Helwan,14928,5,0,1,10,4,9,1,7,3,0,1,0,9
437,Mohandeseen,25213,5,0,0,8,8,10,5,3,9,0,1,0,10
438,Madinaty,5950,4,0,0,5,3,8,7,10,5,1,1,0,10
439,Maadi,23477,2,1,0,4,8,9,9,5,9,1,1,0,4
440,Faisal,14411,5,0,0,6,3,4,3,3,7,1,1,0,4
441,6th of October,25695,1,1,1,3,4,5,5,5,2,0,1,0,5
442,Dokki,21771,4,1,0,7,3,5,8,10,7,1,1,0,8
443,Sheikh Zayed,8274,2,1,1,7,8,7,10,3,2,1,1,0,4
444,Haram,39053,4,1,1,2,4,8,9,9,9,0,0,1,10
445,El Obour,11045,3,0,1,10,8,10,3,4,2,0,1,0,8
446,Al Rehab,33714,1,1,0,2,3,7,8,7,6,1,1,1,5
447,Sheikh Zayed,38386,3,1,0,7,10,3,8,8,7,1,1,0,9
448,Sheikh Zayed,47747,5,1,0,8,9,8,8,3,9,1,1,1,6
449,Madinaty,12562,5,1,1,9,5,10,7,5,5,1,1,0,10
450,Nasr City,31759,3,0,0,3,3,9,1,8,4,0,1,0,6
451,6th of October,16026,3,1,0,9,3,5,2,8,6,0,1,1,10
452,New Cairo,44611,5,1,0,3,9,3,9,8,9,1,1,1,10
453,Helwan,35589,2,1,0,3,10,9,1,7,9,0,1,0,8
454,New Cairo,46663,1,1,0,10,6,7,9,3,6,0,1,1,7
455,Shoubra,35738,4,0,0,8,5,9,4,6,10,1,1,1,9
456,Sheikh Zayed,30844,3,0,1,9,4,10,10,7,3,1,1,1,5
457,Haram,27447,1,1,0,2,4,4,5,8,5,0,0,1,8
458,Helwan,28879,4,1,1,7,7,9,6,6,2,0,0,0,9
459,Dokki,15966,4,1,0,2,5,9,9,5,9,0,1,0,8
460,Nasr City,21732,3,1,0,6,5,6,1,4,3,0,1,1,10
461,El Shorouk,9289,2,1,1,3,3,7,3,4,9,0,1,0,8
462,Helwan,24012,2,1,0,10,6,6,8,9,9,0,1,1,9
463,El Obour,22812,1,1,1,4,10,7,9,5,9,0,1,1,8
464,New Cairo,39801,1,1,1,8,9,2,9,6,7,1,1,1,8
465,6th of October,45628,5,0,0,3,4,3,10,8,9,0,1,0,10
466,Helwan,44581,2,1,0,5,9,9,5,4,5,0,1,0,9
467,Helwan,27092,1,1,0,4,9,2,3,9,7,0,1,0,10
468,New Capital,29105,5,0,1,2,4,10,10,8,3,1,1,1,10
469,Shoubra,18294,4,1,0,7,9,8,2,4,8,1,1,0,7
470,El Obour,7621,1,0,1,6,6,2,9,6,2,0,1,1,5
471,Faisal,36442,5,1,0,7,10,6,5,9,10,0,1,0,7
472,Helwan,25699,2,1,0,2,8,3,9,3,3,0,1,0,5
473,Sheikh Zayed,6347,4,1,0,9,6,2,7,4,8,0,1,0,7
474,El Shorouk,33486,1,1,0,5,8,2,4,10,7,0,0,1,7
475,6th of October,21110,2,1,1,8,8,6,1,4,3,0,1,1,9
476,Faisal,8923,4,0,0,9,5,5,5,10,7,0,1,1,6
477,El Shorouk,19611,3,1,0,4,8,6,5,10,4,1,1,1,5
478,6th of October,23199,2,1,0,5,6,7,7,3,2,1,1,0,5
479,Dokki,13066,3,1,0,10,6,2,7,6,10,0,1,0,9
480,Mokattam,40047,1,0,0,10,3,3,8,9,8,0,0,0,10
481,New Capital,30754,5,1,0,8,10,3,8,6,10,1,1,0,9
482,Faisal,40575,1,1,0,4,5,6,10,3,5,0,0,0,10
483,Downtown Cairo,28260,2,1,0,5,8,10,3,4,8,1,1,0,9
484,Shoubra,20991,3,1,1,8,10,8,9,10,3,0,1,1,7
485,Nasr City,26553,3,0,0,7,7,5,5,3,2,1,1,0,9
486,New Cairo,28174,4,1,0,7,7,6,7,5,9,1,1,0,9
487,El Shorouk,25957,1,1,0,5,4,8,5,8,8,0,0,1,5
488,New Capital,4634,1,1,1,9,6,10,8,3,6,0,1,0,10
489,Sheikh Zayed,33881,2,1,0,10,10,8,7,8,5,0,1,0,7
490,Shoubra,16771,3,1,1,8,3,3,9,9,3,0,0,0,6
491,Dokki,22298,2,0,0,9,6,5,1,10,7,0,1,0,8
492,El Obour,18340,2,0,0,3,10,5,3,10,6,1,0,0,5
493,Madinaty,37356,3,1,0,5,4,10,10,7,10,0,1,0,5
494,Dokki,39999,2,0,1,4,6,9,9,9,3,1,1,0,4
495,Mokattam,10351,3,1,0,7,10,7,4,6,6,0,0,0,5
496,Nasr City,7838,2,1,0,3,7,9,5,4,4,1,0,0,7
497,New Cairo,5973,5,1,0,8,5,8,8,4,6,1,1,1,10
498,Al Rehab,41812,2,0,0,9,6,9,8,5,6,1,1,0,9
499,Al Rehab,14247,2,1,0,5,8,8,7,4,6,1,1,0,7
500,Haram,48440,5,1,0,9,7,3,7,5,9,0,1,0,8
501,Downtown Cairo,35655,1,1,0,9,7,7,2,5,6,1,1,0,7
502,El Shorouk,47039,3,1,1,4,4,5,6,6,7,0,0,0,4
503,6th of October,10683,4,0,0,2,5,5,7,5,2,0,0,0,5
504,Madinaty,15244,5,1,0,4,10,7,9,6,5,1,1,0,9
505,El Shorouk,33058,1,1,0,2,10,9,5,8,3,0,1,1,5
506,Helwan,43551,2,1,1,3,4,6,1,9,3,0,1,0,8
507,Heliopolis,42362,1,1,1,9,3,4,3,8,2,1,0,0,5
508,Dokki,32371,5,0,1,5,8,2,10,5,7,0,0,0,5
509,Mokattam,7822,2,0,0,10,5,6,9,8,4,0,0,0,8
510,El Obour,32878,1,1,0,8,3,4,6,3,3,1,1,0,10
511,Mohandeseen,40157,4,1,0,4,9,4,5,9,9,0,0,0,4
512,Madinaty,9914,3,0,1,2,5,5,7,6,6,0,1,1,7
513,6th of October,22164,3,1,0,2,7,10,4,7,2,1,0,0,9
514,Haram,31180,5,1,0,2,9,5,5,3,2,1,1,0,5
515,Maadi,7688,2,0,0,4,3,6,2,10,3,0,0,0,10
516,Nasr City,18683,2,1,0,6,5,6,5,5,4,0,1,0,5
517,Nasr City,17080,3,0,1,9,5,2,3,7,3,1,0,0,10
518,Heliopolis,34953,1,1,1,9,3,8,8,6,3,0,1,0,6
519,Faisal,13916,2,1,0,3,9,3,10,7,6,1,1,0,8
520,Mohandeseen,33677,4,0,0,10,9,7,1,9,8,1,1,0,4
521,Shoubra,31360,4,1,0,10,10,5,4,7,2,0,1,0,6
522,El Obour,41805,2,1,0,8,5,6,9,5,2,1,1,0,6
523,Zamalek,17453,2,0,0,6,4,6,1,9,3,0,0,0,7
524,New Capital,26703,3,1,1,6,9,5,9,3,3,0,1,1,5
525,Helwan,12640,5,1,0,9,4,3,6,9,2,0,1,0,4
526,Dokki,33263,3,1,1,9,3,9,2,7,10,0,0,0,4
527,El Obour,36849,5,1,1,6,7,2,1,9,8,0,0,0,10
528,Sheikh Zayed,43046,4,0,1,7,6,10,10,9,8,0,1,0,9
529,Sheikh Zayed,20078,5,0,0,7,3,7,7,9,7,1,1,0,10
530,Heliopolis,27383,3,1,0,7,8,5,5,3,7,0,0,0,10
531,Faisal,19536,2,1,1,6,3,7,5,8,7,0,1,0,8
532,El Shorouk,11410,5,1,1,10,3,10,10,7,3,0,1,0,4
533,Dokki,19926,3,1,1,2,9,10,7,6,8,0,0,0,6
534,Madinaty,38248,4,1,1,4,8,4,8,5,5,1,1,0,8
535,Faisal,35159,5,1,0,8,8,9,4,7,3,0,1,0,9
536,Dokki,46039,4,1,0,10,8,2,4,5,10,1,1,0,8
537,New Cairo,40366,4,0,0,3,3,10,8,8,8,1,1,0,5
538,El Obour,44761,1,0,0,5,4,8,9,8,7,0,0,0,6
539,El Obour,33090,5,0,0,9,3,8,7,3,6,0,0,0,6
540,Haram,24567,3,1,0,6,7,7,8,7,4,0,0,0,4
541,New Capital,47663,5,0,0,9,6,2,10,6,2,1,1,1,8
542,Mohandeseen,19367,5,0,0,3,6,3,7,4,6,0,1,1,7
543,6th of October,44412,4,0,0,9,7,4,9,10,5,0,0,0,10
544,Dokki,48716,4,0,1,7,3,2,6,3,10,0,0,0,9
545,Zamalek,39367,4,0,1,6,9,6,9,10,7,0,0,0,8
546,New Cairo,9813,4,0,1,3,6,6,9,9,8,0,1,1,10
547,El Obour,40621,3,1,0,8,4,7,4,5,4,0,0,0,5
548,Helwan,38269,2,0,0,2,6,8,9,10,8,1,1,0,4
549,Zamalek,45190,1,1,1,7,10,10,2,3,10,0,0,1,10
550,Heliopolis,44318,4,0,0,4,10,8,2,6,10,0,1,0,10
551,Heliopolis,41018,4,1,0,7,8,7,10,8,10,0,0,0,5
552,El Shorouk,43759,1,1,0,2,7,10,8,5,2,0,1,0,4
553,El Obour,20498,4,1,0,2,10,3,10,5,2,0,1,1,4
554,El Obour,29989,2,1,0,3,6,7,6,9,3,0,0,0,9
555,Downtown Cairo,41174,5,0,0,8,7,6,5,5,9,0,1,1,10
556,Shoubra,29568,1,0,0,5,3,7,2,4,9,0,1,0,4
557,Al Rehab,5041,3,1,0,5,9,2,9,9,2,1,1,1,6
558,Nasr City,43695,1,1,1,5,6,6,3,8,7,1,1,0,9
559,Sheikh Zayed,34099,2,1,0,6,7,9,10,8,4,1,1,0,4
560,New Cairo,28364,3,1,0,3,4,4,8,4,2,1,1,1,6
561,Faisal,44639,5,1,0,8,4,4,6,5,6,0,1,0,5
562,New Capital,43143,4,1,1,4,5,8,10,9,3,1,1,1,10
563,Haram,27482,1,1,0,4,6,8,7,4,7,0,1,0,4
564,Downtown Cairo,7676,3,1,0,3,3,3,3,5,5,0,1,0,10
565,6th of October,49785,1,0,0,7,8,9,10,6,9,0,1,0,8
566,Helwan,25781,5,1,1,5,5,6,8,5,2,0,1,0,6
567,Mokattam,34048,1,0,1,5,6,10,8,9,8,0,1,0,6
568,Downtown Cairo,7065,3,1,0,9,4,2,3,4,7,1,0,1,6
569,Zamalek,6036,2,1,1,3,9,5,6,6,10,0,1,0,4
570,New Cairo,39814,3,1,0,8,3,9,9,6,5,1,1,0,4
571,Shoubra,20924,1,1,0,3,4,10,1,4,7,1,1,1,9
572,Al Rehab,36844,5,0,1,7,6,10,10,9,8,1,1,1,9
573,El Shorouk,20407,4,0,0,6,8,2,2,5,9,0,1,1,10
574,Madinaty,25518,4,0,0,9,3,2,8,4,8,0,1,1,6
575,Shoubra,21059,5,1,1,7,3,8,6,3,8,1,1,0,7
576,Mohandeseen,27052,1,1,0,8,5,7,3,4,7,0,1,1,5
577,Heliopolis,8267,5,1,0,7,3,8,4,6,7,0,1,0,5
578,El Shorouk,9988,1,1,0,9,10,9,10,5,2,0,1,0,8
579,Mohandeseen,31974,3,1,0,3,6,7,2,7,10,0,0,0,8
580,Sheikh Zayed,28036,2,1,0,8,8,8,9,10,9,1,1,0,8
581,Mohandeseen,12680,1,1,0,6,8,8,8,5,10,0,1,1,6
582,Haram,5485,4,0,0,10,7,8,5,6,2,0,0,0,4
583,Nasr City,18713,4,1,1,10,7,3,2,8,7,0,0,0,9
584,6th of October,24043,2,0,0,9,3,4,10,5,7,0,1,0,9
585,Sheikh Zayed,6419,1,1,0,9,7,10,9,10,10,0,1,1,5
586,Helwan,40263,2,1,0,5,8,2,2,6,3,0,1,1,5
587,6th of October,21140,3,0,0,9,6,9,4,10,2,0,1,1,5
588,Zamalek,47484,2,0,0,3,5,8,9,7,3,1,1,1,9
589,New Capital,49210,3,0,0,6,4,7,7,9,7,1,1,0,8
590,El Obour,16961,4,0,1,5,4,2,1,8,8,0,1,0,4
591,Shoubra,47075,3,1,0,6,6,10,4,8,8,0,0,1,8
592,El Obour,10487,1,0,0,6,5,3,3,4,4,1,1,1,5
593,Mokattam,35110,1,0,0,6,6,6,1,10,5,0,0,0,9
594,New Cairo,46432,1,1,0,8,3,10,8,10,4,1,1,0,5
595,Heliopolis,20360,1,1,0,2,5,9,10,8,10,1,1,1,5
596,Haram,40843,5,1,0,3,8,5,1,10,4,0,1,0,9
597,Faisal,28882,3,1,1,8,7,9,1,3,7,0,0,1,8
598,Nasr City,21502,1,1,1,2,3,10,7,9,7,0,0,0,6
599,Downtown Cairo,11631,2,0,1,10,7,6,1,5,6,0,1,0,6
600,Maadi,7017,2,1,1,4,3,2,3,7,6,1,1,1,6
601,Madinaty,24725,5,1,0,7,3,7,7,5,9,1,1,0,4
602,Haram,28762,3,0,0,5,3,5,3,3,10,0,0,1,4
603,El Obour,4784,3,1,0,4,9,7,6,3,9,1,1,1,5
604,Nasr City,32020,3,1,0,9,3,2,9,3,9,0,1,0,5
605,Zamalek,42459,5,1,1,3,9,5,2,7,4,1,0,0,9
606,Zamalek,19765,3,1,0,4,5,6,7,8,7,0,0,1,7
607,Haram,35127,3,1,1,9,10,7,4,3,10,0,0,0,6
608,Downtown Cairo,7196,1,1,1,4,10,6,6,3,6,0,1,0,9
609,Helwan,13552,3,1,1,9,5,3,10,10,5,1,1,0,8
610,Al Rehab,45300,1,1,1,8,3,4,7,10,10,1,1,1,10
611,Helwan,35921,1,0,0,3,6,6,6,8,6,0,1,0,8
612,El Obour,8746,3,0,0,2,3,8,8,3,7,0,1,0,9
613,Zamalek,6999,2,0,0,2,3,5,7,3,8,0,1,0,7
614,Maadi,48070,4,0,1,3,6,7,5,8,9,0,1,1,6
615,6th of October,19595,2,1,0,8,10,10,7,7,4,0,1,0,9
616,New Cairo,26063,3,1,0,10,6,8,9,5,2,1,1,0,10
617,Zamalek,10200,3,1,0,8,3,4,5,7,6,1,0,1,5
618,Shoubra,42164,2,1,0,4,4,6,9,8,10,0,1,0,10
619,Heliopolis,27377,3,1,0,9,4,10,4,7,10,1,0,0,6
620,Helwan,17410,1,1,1,9,6,6,7,3,5,0,1,0,6
621,Nasr City,49971,5,1,0,10,3,4,7,4,4,1,0,1,8
622,Nasr City,7598,3,0,0,10,8,9,3,8,6,1,1,0,9
623,Heliopolis,14564,3,1,0,10,10,8,8,5,3,0,0,0,8
624,New Cairo,49516,2,1,0,5,7,6,9,9,3,0,1,0,5
625,Nasr City,34898,1,0,0,5,7,6,5,5,7,0,1,0,5
626,Nasr City,24598,2,1,0,3,3,2,1,9,6,0,1,0,8
627,Madinaty,44404,2,0,0,9,3,9,8,4,10,1,1,1,9
628,Madinaty,21862,3,0,0,3,3,7,10,9,5,0,1,0,7
629,Faisal,14265,1,0,1,4,7,6,2,5,2,0,1,0,10
630,Helwan,13705,3,1,1,10,7,8,2,8,7,0,0,0,7
631,Mokattam,29544,3,1,0,3,6,3,6,3,9,0,0,0,4
632,6th of October,18298,3,1,0,2,10,4,5,3,8,0,1,0,7
633,Mokattam,36670,3,0,0,6,5,10,2,3,4,0,1,0,8
634,Zamalek,46471,5,1,0,8,6,6,5,3,5,1,1,1,6
635,Faisal,44934,4,1,0,5,6,7,4,6,6,1,1,0,5
636,El Obour,10050,1,1,0,5,9,9,6,3,4,0,1,1,6
637,El Obour,47952,5,0,1,4,10,4,1,6,9,0,1,0,6
638,Sheikh Zayed,25034,4,0,0,7,4,2,7,8,10,1,1,0,10
639,Zamalek,49480,4,0,1,9,8,5,5,5,8,1,1,1,9
640,Helwan,12484,4,1,0,3,6,3,8,5,9,1,1,1,6
641,Mohandeseen,35323,5,0,0,7,10,10,2,6,3,0,1,0,9
642,Maadi,24796,1,0,0,9,6,5,8,5,4,0,1,0,10
643,Mohandeseen,33069,2,0,1,2,6,10,8,7,5,0,1,0,4
644,Dokki,25827,4,1,0,5,9,8,6,4,3,0,1,0,10
645,Maadi,39361,2,1,1,2,9,8,5,7,4,1,0,0,6
646,New Cairo,14315,2,1,0,5,10,2,7,6,9,0,1,0,7
647,Haram,30519,3,1,0,10,6,3,6,4,8,1,1,0,5
648,El Shorouk,13107,2,0,0,7,5,8,9,8,7,0,1,0,10
649,Zamalek,7869,3,0,0,7,4,6,2,6,7,0,1,1,9
650,El Shorouk,19447,1,0,0,6,7,8,6,3,3,1,0,1,6
651,Nasr City,31370,1,0,0,4,10,4,7,4,9,0,0,1,5
652,Helwan,11971,3,1,0,3,8,9,1,6,7,0,1,0,4
653,Shoubra,35269,1,1,0,10,3,5,9,3,6,0,1,0,9
654,Downtown Cairo,29651,4,1,1,10,7,9,8,5,6,0,1,0,7
655,Downtown Cairo,39757,1,0,0,8,4,7,5,10,3,0,1,0,9
656,Nasr City,27446,3,0,0,3,6,10,5,6,3,0,1,0,5
657,Mokattam,42108,4,0,1,5,7,7,9,8,8,0,0,0,7
658,Maadi,13643,2,1,0,9,6,5,2,4,6,1,0,1,4
659,Al Rehab,7823,2,0,0,7,10,4,9,5,8,1,1,0,7
660,Faisal,17454,2,1,1,6,8,5,4,6,9,1,1,0,10
661,Dokki,7932,3,1,0,3,5,8,4,6,5,1,1,0,8
662,Heliopolis,14220,2,1,1,2,10,9,8,5,6,0,1,0,10
663,Maadi,12554,1,0,0,2,5,3,3,8,2,0,1,1,5
664,Heliopolis,6429,2,0,0,2,8,10,8,9,7,1,1,0,6
665,Haram,32208,5,0,0,7,8,8,10,9,2,1,1,0,8
666,Maadi,11444,5,1,0,5,4,8,5,8,4,0,1,0,4
667,Haram,14510,2,0,0,10,8,5,2,10,4,1,1,1,10
668,Downtown Cairo,48045,2,1,0,10,7,8,5,3,8,0,1,0,6
669,Faisal,14537,5,1,0,4,5,3,4,4,3,0,1,0,7
670,Maadi,11147,2,0,0,7,8,4,9,8,10,1,1,0,5
671,New Capital,44399,4,0,0,7,4,3,8,3,5,1,1,1,4
672,Heliopolis,7598,5,0,0,2,10,6,3,9,7,0,1,0,7
673,Zamalek,41097,3,0,0,10,9,2,2,4,7,0,1,0,9
674,Downtown Cairo,10718,5,0,0,5,4,3,7,9,3,0,1,0,9
675,Madinaty,46691,1,1,0,7,9,7,8,10,5,1,1,0,9
676,Faisal,17782,4,1,0,9,9,7,5,5,3,0,1,0,5
677,Helwan,4051,3,0,0,2,4,9,5,3,2,0,1,0,8
678,Nasr City,20702,2,1,0,9,7,10,4,8,8,0,0,0,4
679,Sheikh Zayed,14184,1,0,0,7,8,10,9,10,6,0,1,1,4
680,Madinaty,16468,1,1,0,2,7,8,7,7,6,0,1,0,10
681,Helwan,26072,4,1,0,10,4,2,4,7,4,0,1,0,9
682,Madinaty,19479,3,1,0,10,3,5,10,6,2,1,1,0,8
683,Helwan,32467,1,0,0,9,10,8,7,3,4,0,1,0,9
684,New Capital,27402,3,1,1,8,9,3,10,8,10,1,1,0,6
685,Nasr City,11210,3,1,0,2,9,10,2,6,5,0,1,0,8
686,Maadi,49702,1,0,0,2,8,2,2,8,6,0,1,0,6
687,Heliopolis,40724,3,1,0,9,8,10,8,3,7,0,1,0,8
688,Maadi,10057,4,1,1,9,7,8,9,4,10,0,1,0,10
689,El Obour,34916,1,0,1,2,7,7,2,10,6,0,1,0,8
690,Al Rehab,31268,4,1,0,9,3,8,9,4,8,1,1,1,4
691,Al Rehab,47978,4,1,0,9,7,3,8,10,10,0,1,1,6
692,Shoubra,27259,3,0,0,4,7,3,7,5,2,0,0,0,7
693,Al Rehab,17864,3,0,1,2,8,4,10,9,3,1,1,0,10
694,Faisal,38293,1,0,0,4,5,7,3,7,6,0,1,0,7
695,Downtown Cairo,11043,2,0,0,9,3,2,10,7,6,0,1,0,5
696,Shoubra,45473,1,0,1,9,9,5,3,5,10,0,0,0,4
697,Al Rehab,42893,4,0,0,8,5,9,10,5,8,1,1,1,4
698,Shoubra,44642,3,0,0,3,8,9,1,5,10,0,1,0,10
699,Mohandeseen,16529,4,1,1,6,10,6,8,8,8,1,1,0,4
700,Sheikh Zayed,34868,5,1,1,9,3,8,10,5,7,0,1,0,5
701,Mohandeseen,30309,5,0,0,4,3,6,7,3,7,1,1,0,5
702,Sheikh Zayed,27284,4,0,1,7,3,5,10,5,2,0,1,0,4
703,New Cairo,39268,2,0,1,3,7,7,10,6,8,1,1,1,6
704,New Cairo,7464,2,0,1,9,4,9,10,9,5,0,1,0,4
705,Haram,22643,1,0,0,10,6,2,10,5,4,1,1,1,4
706,Faisal,33265,1,1,0,2,4,4,6,3,2,0,1,0,4
707,Faisal,19954,1,0,0,5,7,5,6,7,8,0,1,0,8
708,Nasr City,27880,3,0,1,7,7,6,6,10,10,0,1,1,7
709,Haram,23043,2,1,0,3,9,2,6,7,2,0,1,0,10
710,Madinaty,4255,4,1,0,7,9,10,9,7,3,1,1,0,8
711,Heliopolis,5502,5,1,0,8,6,9,4,10,5,0,1,0,9
712,Zamalek,8656,2,1,0,7,7,3,2,9,10,0,0,0,6
713,Nasr City,14302,2,0,0,9,3,6,1,3,9,0,1,0,10
714,6th of October,9430,2,1,0,6,10,10,8,9,2,0,1,0,9
715,El Shorouk,45366,1,1,1,4,5,4,5,5,5,1,1,0,10
716,Mokattam,31425,3,0,0,3,5,6,3,4,10,0,1,0,8
717,Maadi,5860,4,1,0,3,3,10,9,7,3,0,1,1,7
718,Helwan,10158,1,1,1,3,9,7,3,7,3,0,1,1,4
719,Mokattam,9806,3,1,0,6,10,6,5,4,7,0,0,0,7
720,El Obour,24738,2,1,0,5,4,9,2,5,7,0,0,0,10
721,6th of October,21106,3,1,1,3,5,6,6,10,7,0,1,0,4
722,Downtown Cairo,13474,1,0,0,6,10,10,9,7,2,1,0,1,8
723,Downtown Cairo,20997,2,1,0,8,3,4,1,5,10,1,0,0,10
724,Al Rehab,36599,1,0,1,6,4,2,8,6,3,1,1,0,9
725,Shoubra,9790,4,0,0,9,10,5,10,10,8,0,1,1,5
726,Helwan,14170,2,1,0,7,8,8,1,4,2,1,1,0,6
727,Sheikh Zayed,13004,3,0,0,10,5,4,9,3,2,1,1,0,5
728,Zamalek,46746,1,1,0,6,3,9,5,9,10,0,1,0,5
729,Mohandeseen,29792,5,0,0,9,5,3,4,5,8,0,1,0,9
730,Helwan,34216,3,0,0,7,5,10,5,4,6,0,1,0,6
731,New Cairo,11232,3,1,0,8,10,4,10,9,4,0,1,1,9
732,New Capital,16674,2,0,0,9,10,7,8,10,9,1,1,1,5
733,Downtown Cairo,20052,3,1,1,5,5,8,6,4,2,0,0,1,6
734,Downtown Cairo,9913,1,0,0,5,10,6,4,4,9,0,1,0,10
735,Mokattam,31913,5,0,0,7,6,6,4,10,5,0,1,0,8
736,Mokattam,14567,4,0,0,3,4,2,5,8,3,0,1,0,9
737,Maadi,42379,5,0,1,10,5,5,5,3,8,0,0,1,9
738,El Obour,13432,1,0,1,9,9,2,2,8,5,0,1,0,9
739,Mokattam,4319,2,1,1,3,10,10,6,7,5,0,1,0,9
740,Faisal,28469,1,1,0,2,9,10,7,9,7,0,1,0,8
741,Dokki,49454,3,0,0,5,9,6,3,6,3,0,1,0,5
